name,wind_mean,wind_std
0,4.98675894506822,1.610769440410299
1,5.328200591183528,0.326144478980235
2,2.9861967250840067,1.1100313093440963
3,5.043532609466281,0.8970712538486129
4,4.346856072040666,1.2350172692546373
5,5.301722171532846,0.1767981603250398
6,4.1502523588458065,1.1735715316086845
7,6.770485145934677,0.9704095425521652
8,4.154715291501977,1.2574780910836858
9,4.690501983955135,0.672167324557411
10,3.801050738331488,1.0607279013500996
11,4.6700795206971675,1.8094000385221842
12,5.314424547374969,0.13703763499436628
13,5.652352752551581,0.7883203785225231
14,5.1495827918952735,1.1434626491812372
15,4.124697184183093,0.6921882293439974
16,4.782315877308386,1.5252899686576142
17,3.3918747162039438,1.0560991590132391
18,3.7415108237191417,0.8515063225178765
19,4.8701742501254195,0.9465285069572883
20,5.14065412586311,0.6928796842663305
21,2.4167161128691985,0.8787503642123902
22,3.8517319732799553,0.9530703039842393
23,5.2160216437445746,0.541548483369592
24,5.0384093204326295,0.0993939645383208
25,3.6767017990707753,0.9061599198181659
26,5.288812059694027,0.19713529887206957
27,3.8143476052334866,1.1577827772102007
28,5.605303571762244,0.9863271445763333
29,4.392752808140588,1.0026040826010607
30,4.686356178371733,1.46797887634262
31,2.9822136200473675,0.7529950052122174
32,4.4660205620164355,0.500374741356608
33,3.6469366341574276,1.4493615576698184
34,5.1444620581857246,0.8916728140685852
35,6.574745465930702,1.433590699670263
36,5.061072652012561,0.5777880589544422
37,6.173812691157576,1.2020032882112772
38,3.9645935927630873,0.5714872227177039
39,5.785819800985349,0.23113207898480623
40,4.407139998314796,1.4398722192667845
41,3.6762090924116655,1.2913129500693135
42,6.4213689731767865,1.3291840639993913
43,4.640043420569241,1.1610682855303902
44,4.98843955966905,0.4626407744676867
45,3.7327315581559515,0.8951072774091028
46,3.8050423023481357,1.7928918926719655
47,4.884790452463184,1.2148097795835273
48,4.347482578821036,0.20406081225995226
49,3.730618780860126,1.0336750504653724
50,4.640616643596439,1.279401314248842
51,3.672321197884087,0.9401363886455701
52,6.177078345070423,1.7255776491116184
53,4.0015385368212595,0.19246274192028578
54,5.232150837109768,1.1948613211086792
55,4.713508644981469,0.6431981044436644
56,4.907338656125137,1.0785053123295476
57,5.713572304389677,1.5517426869515738
58,3.0923524966632643,0.9402010336146034
59,5.5148352765726685,0.2778562898804975
60,4.591641342568735,1.1126973258810942
61,5.349609156309484,0.941242698954976
62,4.337344983853898,0.35134194435371224
63,5.701606250626127,1.0443376552003454
64,6.272509349827388,1.3342409962902848
65,4.795035779290398,0.5821660625974437
66,4.869856766235906,0.30969281374759067
67,4.611484414121182,0.8512900364952081
68,4.269975212115233,0.18145979543839716
69,4.595908259293243,1.00727666004661
70,4.19844816078315,0.8952959366858899
71,5.124270901709524,0.7248415681297151
72,2.8630721966205837,1.1946089944779927
73,4.615053967771359,1.1980437475339432
74,3.4232255053144036,1.0730866591865096
75,4.349728639513663,1.7632715552712084
76,4.184931934030962,1.495811675301777
77,4.458441335703472,1.2931550175548603
78,5.2929960782302645,0.08739864635371934
79,4.104504592098878,0.7600254329398939
80,5.45636576366878,1.3534205501244712
81,5.205636631409828,1.3536611569884711
82,3.942851677306966,1.4832408583114434
83,5.407384598994015,0.45829207488264095
84,3.965526064701764,0.34738556231798506
85,3.481321496105744,1.408978482980058
86,3.9379171653470815,0.2295599317053108
87,3.6653100074676668,0.8937264517411847
88,6.051835129734476,0.9930498941128313
89,4.918479575750008,1.4797907951857103
90,2.5303525724069353,1.154701274361203
91,4.969941193718642,1.2488961660693172
92,5.24056973941618,1.2255228519335535
93,3.9734168361479654,0.6957887469806933
94,4.432721347783458,1.2715935085387815
95,4.493428769272077,1.260562366713367
96,5.8504238448516235,1.974960330221513
97,5.961201966549496,1.3558014506188467
98,3.8165448912113575,0.868151326440188
99,4.188752119351324,1.0767991734894835
